StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att1,att2,mturk_id,completion_code,comp1,comp2,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_8_TEXT,Q8_1,Random ID,workerId,Set a Value Now,finished_game
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Participation is voluntary
It is your choice whether or not to participate in this research. If you choose to participate, you may change your mind and leave the study at any time. Refusal to participate or stopping your participation will involve no penalty or loss of benefits to which you are otherwise entitled.



What is the purpose of this research?

The purpose of this research is to examine human visual performance and judgments. All data from this experiment are gathered for scientific purposes. These data may be published in scientific journals so that other researchers may have access to these data.



How long will I take part in this research?

Your participation will take approximately 20 minutes to complete.


What can I expect if I take part in this research?
As a participant, you will be asked to play a game using key presses. You will also be asked to complete a demographics form at the end.



What are the risks and possible discomforts?

If you choose to participate, the effects should be comparable to those you would experience from viewing a computer monitor for 20 minutes and using a mouse or keyboard, e.g., eye fatigue. You are free to take breaks throughout the session.



Will I be compensated for participating in this research?

You will be compensated $2 for this study.  

If I take part in this research, how will my privacy be protected? What happens to the information you collect?

Your participation in this experiment will remain confidential, and your identity will not be stored with your data.



If I have any questions, concerns or complaints about this research study, who can I talk to?

The researcher for this study is Julian De Freitas who can be reached at 626.559.6401; #161 Morgan Hall, 15 Harvard Way, Boston MA, 02163; jdefreitas@hbs.edu. If you have questions, concerns, or complaints,
• If you would like to talk to the research team,
• If you think the research has harmed you, or
• If you wish to withdraw from the study.



If you have any technical difficulties during the experiment, you can send an email to: auguralp@fas.harvard.edu



This research has been reviewed by the Committee on the Use of Human Subjects in Research at Harvard University. They can be reached at 617-496-2847, 1350 Massachusetts Avenue, Suite 935, Cambridge, MA 02138, or cuhs@harvard.edu for any of the following:
• If your questions, concerns, or complaints are not being answered by the research team,
• If you cannot reach the research team,
• If you want to talk to someone besides the research team, or
• If you have questions about your rights as a research participant.","Before we begin, here are some checks to make sure you're paying attention.



John is taller than Paul. Who is shorter?","What is the color of grass?

The fresh, uncut grass. To make sure you are paying attention, we want you to select purple.","What is your MTURK ID?

Please note that this response should auto-fill with the correct ID",Important: Please enter the exact completion code you received at the end of the game.,How many red squares were present in each level of the game you just played?,How many levels were there in the game?,What is your gender? - Selected Choice,What is your gender? - Other (please specify) - Text,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please Specify) - Text,What is your age (in years)?,Please indicate the highest level of education completed. - Selected Choice,Please indicate the highest level of education completed. - Other (please specify) - Text,"How much experience do you have with playing computer games?
[1=None at all, 100=A lot] - 1",Random ID,workerId,Set a Value Now,finished_game
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID108""}","{""ImportId"":""QID115""}","{""ImportId"":""QID116""}","{""ImportId"":""QID123_TEXT""}","{""ImportId"":""QID122_TEXT""}","{""ImportId"":""QID117""}","{""ImportId"":""QID118""}","{""ImportId"":""QID102""}","{""ImportId"":""QID102_4_TEXT""}","{""ImportId"":""QID103""}","{""ImportId"":""QID103_6_TEXT""}","{""ImportId"":""QID105_TEXT""}","{""ImportId"":""QID106""}","{""ImportId"":""QID106_8_TEXT""}","{""ImportId"":""QID107_1""}","{""ImportId"":""Random ID""}","{""ImportId"":""workerId""}","{""ImportId"":""Set a Value Now""}","{""ImportId"":""finished_game""}"
2023-01-17 11:42:31,2023-01-17 11:51:04,IP Address,5.25.159.197,100,512,True,2023-01-17 11:51:05,R_3in980zQDIOx711,,,,,39.9205,32.8372,anonymous,EN,"I consent, begin the study",Paul,Purple,"ABCD1435 ",3693-0059-4090-9140,Four,100,Male,,Asian,,123,High School or Equivalent,,74,17983,"ABCD1435 ",,yes
2023-01-17 11:33:54,2023-01-17 12:05:35,IP Address,5.25.159.197,100,1901,True,2023-01-17 12:05:36,R_12Lkxwbk7IVhVJl,,,,,39.9205,32.8372,anonymous,EN,"I consent, begin the study",Paul,Purple,1234,244-5204-2233-1953,Four,100,Female,,White or European,,6,College Graduate (4 year),,2,76522,,,no
2023-01-17 12:41:20,2023-01-17 12:42:41,IP Address,5.25.159.197,100,81,True,2023-01-17 12:42:42,R_2QhWfQ3reOLofvT,,,,,39.9205,32.8372,anonymous,EN,"I consent, begin the study",Paul,Purple,A_WORKER_ID,awddwa,Four,100,Male,,Asian,,123,Some College,,25,32677,A_WORKER_ID,,no
2023-01-17 12:44:42,2023-01-17 12:56:02,IP Address,108.183.2.101,100,680,True,2023-01-17 12:56:03,R_301WViZHWJTceb6,,,,,42.7008,-73.8601,anonymous,EN,"I consent, begin the study",Paul,Purple,A1TOER30AQUY2F,6669-2046-7073-8776,Four,100,Male,,White or European,,32,Some College,,70,41569,A1TOER30AQUY2F,,yes
2023-01-17 12:46:09,2023-01-17 12:59:39,IP Address,73.41.249.106,100,810,True,2023-01-17 12:59:40,R_U9MRwq7BOSKfrH3,,,,,37.6755,-121.0068,anonymous,EN,"I consent, begin the study",Paul,Purple,AVCOBHDVXZOZL,2418-2023-9528-4225,Four,100,Male,,White or European,,36,High School or Equivalent,,100,11721,AVCOBHDVXZOZL,,yes
2023-01-17 12:45:05,2023-01-17 13:00:09,IP Address,73.171.98.42,100,903,True,2023-01-17 13:00:09,R_2PqeQonIig89hnB,,,,,37.2697,-81.2212,anonymous,EN,"I consent, begin the study",John,Purple,AJQ71YIGY01HZ,5140-1637-1570-1287,Four,100,Female,,White or European,,35,College Graduate (4 year),,86,97283,AJQ71YIGY01HZ,,yes
2023-01-17 12:44:32,2023-01-17 13:00:23,IP Address,76.149.41.242,100,950,True,2023-01-17 13:00:23,R_3hbgL8x1SU7PcqK,,,,,39.1667,-121.5048,anonymous,EN,"I consent, begin the study",Paul,Purple,A3RQN5RZD1N2KP,9554-6947-0157-3765,Four,100,Female,,White or European,,49,College Graduate (4 year),,84,90556,A3RQN5RZD1N2KP,,yes
2023-01-17 12:44:53,2023-01-17 13:13:19,IP Address,69.248.158.138,100,1705,True,2023-01-17 13:13:19,R_2uDM3c7mjweoMia,,,,,40.0022,-74.7885,anonymous,EN,"I consent, begin the study",Paul,Purple,A2MWAXV1YRK5GH,2532-2450-8616-0188,Four,100,Female,,White or European,,72,Masters Degree (MS),,3,58504,A2MWAXV1YRK5GH,,yes
